"test","p_value","rejected","seed","dgp","n","rep_ok","error_msg","scenario_id","scenario_lbl","sweep_type","sigma_tau","rep"
"oob_1sided",0.987198373474863,FALSE,3015,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,15
"seq_rate",0.810237193371852,FALSE,3016,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,16
"calibration",0.747964778153883,FALSE,3016,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,16
"high_low",0.557164002662304,FALSE,3016,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,16
"oob_2sided",0.787793676146306,FALSE,3016,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,16
"oob_1sided",0.606103161926847,FALSE,3016,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,16
"seq_rate",0.457356905052959,FALSE,3017,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,17
"calibration",0.581334935260655,FALSE,3017,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,17
"high_low",0.7304040788862,FALSE,3017,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,17
"oob_2sided",0.450300087090299,FALSE,3017,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,17
"oob_1sided",0.774849956454851,FALSE,3017,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,17
"seq_rate",0.72383677882908,FALSE,3018,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,18
"calibration",0.999994337215038,FALSE,3018,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,18
"high_low",0.000881647581229841,TRUE,3018,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,18
"oob_2sided",0.0104865644213711,TRUE,3018,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,18
"oob_1sided",0.994756717789315,FALSE,3018,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,18
"seq_rate",0.0254795891827122,TRUE,3019,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,19
"calibration",0.360741144823414,FALSE,3019,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,19
"high_low",0.803304997406498,FALSE,3019,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,19
"oob_2sided",0.111064611418691,FALSE,3019,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,19
"oob_1sided",0.0555323057093456,FALSE,3019,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,19
"seq_rate",0.584134252465735,FALSE,3020,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,20
"calibration",0.125868417049696,FALSE,3020,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,20
"high_low",0.368590670670597,FALSE,3020,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,20
"oob_2sided",0.479500032841255,FALSE,3020,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,20
"oob_1sided",0.239750016420627,FALSE,3020,"nw1_s0.15",200,TRUE,NA,3,"nw1","main",0.15,20
"seq_rate",0.607210952676637,FALSE,4001,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,1
"calibration",0.526472495292061,FALSE,4001,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,1
"high_low",0.268446330079392,FALSE,4001,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,1
"oob_2sided",0.597598936711175,FALSE,4001,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,1
"oob_1sided",0.298799468355588,FALSE,4001,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,1
"seq_rate",0.426528227503888,FALSE,4002,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,2
"calibration",0.863563177412482,FALSE,4002,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,2
"high_low",0.850897512345232,FALSE,4002,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,2
"oob_2sided",0.446131137702594,FALSE,4002,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,2
"oob_1sided",0.776934431148703,FALSE,4002,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,2
"seq_rate",0.886861568160095,FALSE,4003,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,3
"calibration",0.581883084310524,FALSE,4003,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,3
"high_low",0.468623121981635,FALSE,4003,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,3
"oob_2sided",0.667483290309322,FALSE,4003,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,3
"oob_1sided",0.666258354845339,FALSE,4003,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,3
"seq_rate",0.788080574615676,FALSE,4004,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,4
"calibration",0.997396312676669,FALSE,4004,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,4
"high_low",0.102591540362052,FALSE,4004,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,4
"oob_2sided",0.039539113320852,TRUE,4004,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,4
"oob_1sided",0.980230443339574,FALSE,4004,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,4
"seq_rate",0.77019163706119,FALSE,4005,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,5
"calibration",0.745085331090045,FALSE,4005,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,5
"high_low",0.878755518043436,FALSE,4005,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,5
"oob_2sided",0.289585945237572,FALSE,4005,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,5
"oob_1sided",0.855207027381214,FALSE,4005,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,5
"seq_rate",0.188242518910306,FALSE,4006,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,6
"calibration",0.979490672476122,FALSE,4006,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,6
"high_low",0.272647082896573,FALSE,4006,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,6
"oob_2sided",0.245027997706255,FALSE,4006,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,6
"oob_1sided",0.877486001146872,FALSE,4006,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,6
"seq_rate",0.600502731920438,FALSE,4007,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,7
"calibration",0.999846777343939,FALSE,4007,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,7
"high_low",0.028817703807795,TRUE,4007,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,7
"oob_2sided",0.0215379684881007,TRUE,4007,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,7
"oob_1sided",0.98923101575595,FALSE,4007,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,7
"seq_rate",0.604857523748178,FALSE,4008,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,8
"calibration",0.295905051195998,FALSE,4008,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,8
"high_low",0.906642292357655,FALSE,4008,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,8
"oob_2sided",0.778650170530655,FALSE,4008,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,8
"oob_1sided",0.610674914734673,FALSE,4008,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,8
"seq_rate",0.595675363702101,FALSE,4009,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,9
"calibration",0.999644745379943,FALSE,4009,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,9
"high_low",0.385719234206259,FALSE,4009,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,9
"oob_2sided",0.000394185615085124,TRUE,4009,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,9
"oob_1sided",0.999802907192457,FALSE,4009,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,9
"seq_rate",0.46837070024615,FALSE,4010,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,10
"calibration",0.99664675204637,FALSE,4010,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,10
"high_low",0.132496609650826,FALSE,4010,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,10
"oob_2sided",0.00834179001128249,TRUE,4010,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,10
"oob_1sided",0.995829104994359,FALSE,4010,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,10
"seq_rate",0.721522338386174,FALSE,4011,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,11
"calibration",0.99934018209905,FALSE,4011,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,11
"high_low",0.1077483909662,FALSE,4011,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,11
"oob_2sided",0.00726868212001412,TRUE,4011,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,11
"oob_1sided",0.996365658939993,FALSE,4011,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,11
"seq_rate",0.139198017978298,FALSE,4012,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,12
"calibration",0.609614040034152,FALSE,4012,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,12
"high_low",0.942270928771976,FALSE,4012,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,12
"oob_2sided",0.537139624888686,FALSE,4012,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,12
"oob_1sided",0.731430187555657,FALSE,4012,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,12
"seq_rate",0.553826993253232,FALSE,4013,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,13
"calibration",0.961769824234355,FALSE,4013,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,13
"high_low",0.95513796005824,FALSE,4013,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,13
"oob_2sided",0.0873586180962909,FALSE,4013,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,13
"oob_1sided",0.956320690951855,FALSE,4013,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,13
"seq_rate",0.417685275998166,FALSE,4014,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,14
"calibration",0.999654452398433,FALSE,4014,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,14
"high_low",0.0798582693729001,FALSE,4014,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,14
"oob_2sided",0.0188839933681034,TRUE,4014,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,14
"oob_1sided",0.990558003315948,FALSE,4014,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,14
"seq_rate",0.797099951338137,FALSE,4015,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,15
"calibration",0.999997940872893,FALSE,4015,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,15
"high_low",0.014930756947063,TRUE,4015,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,15
"oob_2sided",0.000325635348921833,TRUE,4015,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,15
"oob_1sided",0.999837182325539,FALSE,4015,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,15
"seq_rate",0.182051474067067,FALSE,4016,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,16
"calibration",0.135082704678822,FALSE,4016,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,16
"high_low",0.243389147415616,FALSE,4016,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,16
"oob_2sided",0.180931961177781,FALSE,4016,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,16
"oob_1sided",0.0904659805888904,FALSE,4016,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,16
"seq_rate",0.988667836318524,FALSE,4017,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,17
"calibration",0.961918549821608,FALSE,4017,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,17
"high_low",0.788971277168186,FALSE,4017,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,17
"oob_2sided",0.461857716147618,FALSE,4017,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,17
"oob_1sided",0.769071141926191,FALSE,4017,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,17
"seq_rate",0.537076881873237,FALSE,4018,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,18
"calibration",0.870594013938764,FALSE,4018,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,18
"high_low",0.483038182878763,FALSE,4018,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,18
"oob_2sided",0.170180869746615,FALSE,4018,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,18
"oob_1sided",0.914909565126693,FALSE,4018,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,18
"seq_rate",0.817043910798652,FALSE,4019,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,19
"calibration",0.883507303253176,FALSE,4019,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,19
"high_low",0.343784080093257,FALSE,4019,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,19
"oob_2sided",0.191854815470409,FALSE,4019,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,19
"oob_1sided",0.904072592264796,FALSE,4019,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,19
"seq_rate",0.393669716521458,FALSE,4020,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,20
"calibration",0.946453460907925,FALSE,4020,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,20
"high_low",0.297318879292662,FALSE,4020,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,20
"oob_2sided",0.0782114570276993,FALSE,4020,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,20
"oob_1sided",0.96089427148615,FALSE,4020,"nw1_s0.15",300,TRUE,NA,4,"nw1","main",0.15,20
"seq_rate",0.847803777883259,FALSE,5001,"sparse",200,TRUE,NA,5,"sparse","main",NA,1
"calibration",0.00343230345585177,TRUE,5001,"sparse",200,TRUE,NA,5,"sparse","main",NA,1
"high_low",0.164989847021388,FALSE,5001,"sparse",200,TRUE,NA,5,"sparse","main",NA,1
"oob_2sided",0.726478092598224,FALSE,5001,"sparse",200,TRUE,NA,5,"sparse","main",NA,1
"oob_1sided",0.636760953700888,FALSE,5001,"sparse",200,TRUE,NA,5,"sparse","main",NA,1
"seq_rate",0.203620467431343,FALSE,5002,"sparse",200,TRUE,NA,5,"sparse","main",NA,2
"calibration",0.243729335969785,FALSE,5002,"sparse",200,TRUE,NA,5,"sparse","main",NA,2
"high_low",0.562088405720723,FALSE,5002,"sparse",200,TRUE,NA,5,"sparse","main",NA,2
"oob_2sided",0.43697781930721,FALSE,5002,"sparse",200,TRUE,NA,5,"sparse","main",NA,2
"oob_1sided",0.218488909653605,FALSE,5002,"sparse",200,TRUE,NA,5,"sparse","main",NA,2
"seq_rate",0.159172838397549,FALSE,5003,"sparse",200,TRUE,NA,5,"sparse","main",NA,3
"calibration",0.0106381145700554,TRUE,5003,"sparse",200,TRUE,NA,5,"sparse","main",NA,3
"high_low",0.00882230755439162,TRUE,5003,"sparse",200,TRUE,NA,5,"sparse","main",NA,3
"oob_2sided",0.101500395527246,FALSE,5003,"sparse",200,TRUE,NA,5,"sparse","main",NA,3
"oob_1sided",0.0507501977636232,FALSE,5003,"sparse",200,TRUE,NA,5,"sparse","main",NA,3
"seq_rate",0.0445469176211155,TRUE,5004,"sparse",200,TRUE,NA,5,"sparse","main",NA,4
"calibration",0.000708263764614871,TRUE,5004,"sparse",200,TRUE,NA,5,"sparse","main",NA,4
"high_low",0.00563645443204469,TRUE,5004,"sparse",200,TRUE,NA,5,"sparse","main",NA,4
"oob_2sided",0.0287746166235164,TRUE,5004,"sparse",200,TRUE,NA,5,"sparse","main",NA,4
"oob_1sided",0.0143873083117582,TRUE,5004,"sparse",200,TRUE,NA,5,"sparse","main",NA,4
"seq_rate",0.138999368449958,FALSE,5005,"sparse",200,TRUE,NA,5,"sparse","main",NA,5
"calibration",0.0124335171361991,TRUE,5005,"sparse",200,TRUE,NA,5,"sparse","main",NA,5
"high_low",0.90216457286364,FALSE,5005,"sparse",200,TRUE,NA,5,"sparse","main",NA,5
"oob_2sided",0.328453384042228,FALSE,5005,"sparse",200,TRUE,NA,5,"sparse","main",NA,5
"oob_1sided",0.164226692021114,FALSE,5005,"sparse",200,TRUE,NA,5,"sparse","main",NA,5
"seq_rate",0.00621863566724028,TRUE,5006,"sparse",200,TRUE,NA,5,"sparse","main",NA,6
"calibration",0.000257597605591041,TRUE,5006,"sparse",200,TRUE,NA,5,"sparse","main",NA,6
"high_low",0.000150445720021312,TRUE,5006,"sparse",200,TRUE,NA,5,"sparse","main",NA,6
"oob_2sided",0.00500431408062917,TRUE,5006,"sparse",200,TRUE,NA,5,"sparse","main",NA,6
"oob_1sided",0.00250215704031459,TRUE,5006,"sparse",200,TRUE,NA,5,"sparse","main",NA,6
"seq_rate",0.141416029054449,FALSE,5007,"sparse",200,TRUE,NA,5,"sparse","main",NA,7
"calibration",0.368818529193946,FALSE,5007,"sparse",200,TRUE,NA,5,"sparse","main",NA,7
"high_low",0.273710753025992,FALSE,5007,"sparse",200,TRUE,NA,5,"sparse","main",NA,7
"oob_2sided",0.794715688377326,FALSE,5007,"sparse",200,TRUE,NA,5,"sparse","main",NA,7
"oob_1sided",0.397357844188663,FALSE,5007,"sparse",200,TRUE,NA,5,"sparse","main",NA,7
"seq_rate",0.365585768980764,FALSE,5008,"sparse",200,TRUE,NA,5,"sparse","main",NA,8
"calibration",0.0129282172011154,TRUE,5008,"sparse",200,TRUE,NA,5,"sparse","main",NA,8
"high_low",0.201914217166645,FALSE,5008,"sparse",200,TRUE,NA,5,"sparse","main",NA,8
"oob_2sided",0.30968652641282,FALSE,5008,"sparse",200,TRUE,NA,5,"sparse","main",NA,8
"oob_1sided",0.15484326320641,FALSE,5008,"sparse",200,TRUE,NA,5,"sparse","main",NA,8
"seq_rate",0.258407322058397,FALSE,5009,"sparse",200,TRUE,NA,5,"sparse","main",NA,9
"calibration",0.0825082671058468,FALSE,5009,"sparse",200,TRUE,NA,5,"sparse","main",NA,9
"high_low",0.0059144204828048,TRUE,5009,"sparse",200,TRUE,NA,5,"sparse","main",NA,9
"oob_2sided",0.687982085827134,FALSE,5009,"sparse",200,TRUE,NA,5,"sparse","main",NA,9
"oob_1sided",0.343991042913567,FALSE,5009,"sparse",200,TRUE,NA,5,"sparse","main",NA,9
"seq_rate",0.342796171264242,FALSE,5010,"sparse",200,TRUE,NA,5,"sparse","main",NA,10
"calibration",0.0240373638791861,TRUE,5010,"sparse",200,TRUE,NA,5,"sparse","main",NA,10
"high_low",0.262533055772492,FALSE,5010,"sparse",200,TRUE,NA,5,"sparse","main",NA,10
"oob_2sided",0.0198084240705509,TRUE,5010,"sparse",200,TRUE,NA,5,"sparse","main",NA,10
"oob_1sided",0.00990421203527546,TRUE,5010,"sparse",200,TRUE,NA,5,"sparse","main",NA,10
"seq_rate",0.0125697703628407,TRUE,5011,"sparse",200,TRUE,NA,5,"sparse","main",NA,11
"calibration",0.000127523670940506,TRUE,5011,"sparse",200,TRUE,NA,5,"sparse","main",NA,11
"high_low",0.00286711541992125,TRUE,5011,"sparse",200,TRUE,NA,5,"sparse","main",NA,11
"oob_2sided",0.0102562432978677,TRUE,5011,"sparse",200,TRUE,NA,5,"sparse","main",NA,11
"oob_1sided",0.00512812164893387,TRUE,5011,"sparse",200,TRUE,NA,5,"sparse","main",NA,11
"seq_rate",0.441263216570903,FALSE,5012,"sparse",200,TRUE,NA,5,"sparse","main",NA,12
"calibration",0.416945547323874,FALSE,5012,"sparse",200,TRUE,NA,5,"sparse","main",NA,12
"high_low",0.432442265753287,FALSE,5012,"sparse",200,TRUE,NA,5,"sparse","main",NA,12
"oob_2sided",0.86516812525633,FALSE,5012,"sparse",200,TRUE,NA,5,"sparse","main",NA,12
"oob_1sided",0.567415937371835,FALSE,5012,"sparse",200,TRUE,NA,5,"sparse","main",NA,12
"seq_rate",0.0115047005447791,TRUE,5013,"sparse",200,TRUE,NA,5,"sparse","main",NA,13
"calibration",0.00198883678381672,TRUE,5013,"sparse",200,TRUE,NA,5,"sparse","main",NA,13
"high_low",0.00661490202022728,TRUE,5013,"sparse",200,TRUE,NA,5,"sparse","main",NA,13
"oob_2sided",0.0113494854188112,TRUE,5013,"sparse",200,TRUE,NA,5,"sparse","main",NA,13
"oob_1sided",0.00567474270940558,TRUE,5013,"sparse",200,TRUE,NA,5,"sparse","main",NA,13
"seq_rate",0.131602836479225,FALSE,5014,"sparse",200,TRUE,NA,5,"sparse","main",NA,14
"calibration",0.000677763127873724,TRUE,5014,"sparse",200,TRUE,NA,5,"sparse","main",NA,14
"high_low",0.53459018713771,FALSE,5014,"sparse",200,TRUE,NA,5,"sparse","main",NA,14
"oob_2sided",0.354831569454368,FALSE,5014,"sparse",200,TRUE,NA,5,"sparse","main",NA,14
"oob_1sided",0.177415784727184,FALSE,5014,"sparse",200,TRUE,NA,5,"sparse","main",NA,14
"seq_rate",0.109576094169757,FALSE,5015,"sparse",200,TRUE,NA,5,"sparse","main",NA,15
"calibration",0.0278103757577213,TRUE,5015,"sparse",200,TRUE,NA,5,"sparse","main",NA,15
"high_low",0.655965224296954,FALSE,5015,"sparse",200,TRUE,NA,5,"sparse","main",NA,15
"oob_2sided",0.0493182866982267,TRUE,5015,"sparse",200,TRUE,NA,5,"sparse","main",NA,15
"oob_1sided",0.0246591433491133,TRUE,5015,"sparse",200,TRUE,NA,5,"sparse","main",NA,15
"seq_rate",0.0044978557997108,TRUE,5016,"sparse",200,TRUE,NA,5,"sparse","main",NA,16
"calibration",0.0791838721736657,FALSE,5016,"sparse",200,TRUE,NA,5,"sparse","main",NA,16
"high_low",0.00695766946204374,TRUE,5016,"sparse",200,TRUE,NA,5,"sparse","main",NA,16
"oob_2sided",0.72515282709682,FALSE,5016,"sparse",200,TRUE,NA,5,"sparse","main",NA,16
"oob_1sided",0.36257641354841,FALSE,5016,"sparse",200,TRUE,NA,5,"sparse","main",NA,16
"seq_rate",0.607130766668215,FALSE,5017,"sparse",200,TRUE,NA,5,"sparse","main",NA,17
"calibration",0.0143240230271462,TRUE,5017,"sparse",200,TRUE,NA,5,"sparse","main",NA,17
"high_low",0.0540233622807405,FALSE,5017,"sparse",200,TRUE,NA,5,"sparse","main",NA,17
"oob_2sided",0.123945043724388,FALSE,5017,"sparse",200,TRUE,NA,5,"sparse","main",NA,17
"oob_1sided",0.0619725218621939,FALSE,5017,"sparse",200,TRUE,NA,5,"sparse","main",NA,17
"seq_rate",0.415660222387669,FALSE,5018,"sparse",200,TRUE,NA,5,"sparse","main",NA,18
"calibration",0.656856927268287,FALSE,5018,"sparse",200,TRUE,NA,5,"sparse","main",NA,18
"high_low",0.601271985862349,FALSE,5018,"sparse",200,TRUE,NA,5,"sparse","main",NA,18
"oob_2sided",0.373360795780366,FALSE,5018,"sparse",200,TRUE,NA,5,"sparse","main",NA,18
"oob_1sided",0.813319602109817,FALSE,5018,"sparse",200,TRUE,NA,5,"sparse","main",NA,18
"seq_rate",0.0807369671469123,FALSE,5019,"sparse",200,TRUE,NA,5,"sparse","main",NA,19
"calibration",0.137776250146407,FALSE,5019,"sparse",200,TRUE,NA,5,"sparse","main",NA,19
"high_low",0.18294156581544,FALSE,5019,"sparse",200,TRUE,NA,5,"sparse","main",NA,19
"oob_2sided",0.198540370836659,FALSE,5019,"sparse",200,TRUE,NA,5,"sparse","main",NA,19
"oob_1sided",0.0992701854183293,FALSE,5019,"sparse",200,TRUE,NA,5,"sparse","main",NA,19
"seq_rate",0.0563686414161595,FALSE,5020,"sparse",200,TRUE,NA,5,"sparse","main",NA,20
"calibration",1.95050063704317e-05,TRUE,5020,"sparse",200,TRUE,NA,5,"sparse","main",NA,20
"high_low",0.00860573820062195,TRUE,5020,"sparse",200,TRUE,NA,5,"sparse","main",NA,20
"oob_2sided",0.000485858585164772,TRUE,5020,"sparse",200,TRUE,NA,5,"sparse","main",NA,20
"oob_1sided",0.000242929292582386,TRUE,5020,"sparse",200,TRUE,NA,5,"sparse","main",NA,20
"seq_rate",0.221612797042037,FALSE,6001,"sparse",300,TRUE,NA,6,"sparse","main",NA,1
"calibration",0.00400686423782302,TRUE,6001,"sparse",300,TRUE,NA,6,"sparse","main",NA,1
"high_low",0.00273742969716424,TRUE,6001,"sparse",300,TRUE,NA,6,"sparse","main",NA,1
"oob_2sided",0.179968900133006,FALSE,6001,"sparse",300,TRUE,NA,6,"sparse","main",NA,1
"oob_1sided",0.089984450066503,FALSE,6001,"sparse",300,TRUE,NA,6,"sparse","main",NA,1
"seq_rate",0.00482848966224128,TRUE,6002,"sparse",300,TRUE,NA,6,"sparse","main",NA,2
"calibration",5.06751544657539e-07,TRUE,6002,"sparse",300,TRUE,NA,6,"sparse","main",NA,2
"high_low",0.00141018492886735,TRUE,6002,"sparse",300,TRUE,NA,6,"sparse","main",NA,2
"oob_2sided",0.000599605453282652,TRUE,6002,"sparse",300,TRUE,NA,6,"sparse","main",NA,2
"oob_1sided",0.000299802726641326,TRUE,6002,"sparse",300,TRUE,NA,6,"sparse","main",NA,2
"seq_rate",8.37190390673044e-06,TRUE,6003,"sparse",300,TRUE,NA,6,"sparse","main",NA,3
"calibration",6.24713273049161e-07,TRUE,6003,"sparse",300,TRUE,NA,6,"sparse","main",NA,3
"high_low",0.000160613662631666,TRUE,6003,"sparse",300,TRUE,NA,6,"sparse","main",NA,3
"oob_2sided",0.00622227707097329,TRUE,6003,"sparse",300,TRUE,NA,6,"sparse","main",NA,3
"oob_1sided",0.00311113853548664,TRUE,6003,"sparse",300,TRUE,NA,6,"sparse","main",NA,3
"seq_rate",0.0208948126314013,TRUE,6004,"sparse",300,TRUE,NA,6,"sparse","main",NA,4
"calibration",0.00376655470693904,TRUE,6004,"sparse",300,TRUE,NA,6,"sparse","main",NA,4
"high_low",0.58092877017485,FALSE,6004,"sparse",300,TRUE,NA,6,"sparse","main",NA,4
"oob_2sided",0.198620941912932,FALSE,6004,"sparse",300,TRUE,NA,6,"sparse","main",NA,4
"oob_1sided",0.099310470956466,FALSE,6004,"sparse",300,TRUE,NA,6,"sparse","main",NA,4
"seq_rate",0.0155699926764287,TRUE,6005,"sparse",300,TRUE,NA,6,"sparse","main",NA,5
"calibration",0.0458632755217641,TRUE,6005,"sparse",300,TRUE,NA,6,"sparse","main",NA,5
"high_low",0.365294305978111,FALSE,6005,"sparse",300,TRUE,NA,6,"sparse","main",NA,5
"oob_2sided",0.131316407023991,FALSE,6005,"sparse",300,TRUE,NA,6,"sparse","main",NA,5
"oob_1sided",0.0656582035119955,FALSE,6005,"sparse",300,TRUE,NA,6,"sparse","main",NA,5
"seq_rate",0.0888841856494311,FALSE,6006,"sparse",300,TRUE,NA,6,"sparse","main",NA,6
"calibration",0.0156135531872403,TRUE,6006,"sparse",300,TRUE,NA,6,"sparse","main",NA,6
